Id,Label,timeset,degree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,clustering,triangles,modularity_class,componentnumber
techhearings,techhearings,,14,35,4,0.4637,0.474682,72.775618,0.538462,49,217,0
p2p,p2p,,5,5,4,0.46046,0.471897,0,1,10,217,0
juryselection,juryselection,,5,7,4,0.46046,0.471897,0,1,10,217,0
facebooknotfree,facebooknotfree,,5,5,5,0.460134,0.47166,0,1,10,217,0
abd,abd,,6,11,5,0.327575,0.331768,0,1,15,45,0
usarmy,usarmy,,30,113,5,0.33012,0.335837,151.655871,0.613793,267,45,0
newyorkcity,newyorkcity,,51,215,5,0.463928,0.47607,8312.208534,0.448627,572,45,0
diamond,diamond,,29,50,5,0.464922,0.476134,8881.764565,0.20936,85,217,0
silk,silk,,11,21,5,0.462691,0.473829,7270.842901,0.472727,26,217,0
communism,communism,,5,5,6,0.318623,0.322503,0,1,10,217,0
leftistsedition,leftistsedition,,5,5,6,0.318623,0.322503,0,1,10,217,0
leftistpropaganda,leftistpropaganda,,9,9,5,0.32834,0.333362,268.060096,0.5,18,217,0
nomorefacebook,nomorefacebook,,2,2,5,0.459728,0.47126,0,1,1,217,0
joelkaplan,joelkaplan,,3,13,5,0.462239,0.473221,36.258705,0.666667,2,217,0
schlonged,schlonged,,3,21,5,0.462239,0.473221,0,1,3,217,0
euroconsumers,euroconsumers,,4,4,5,0.321834,0.325507,0,1,6,143,0
brussels,brussels,,7,24,5,0.321943,0.325707,187.283367,0.666667,10,143,0
demands,demands,,4,4,5,0.321834,0.325507,0,1,6,143,0
zuckwit,zuckwit,,1,2,5,0.459687,0.471196,0,0,0,217,0
committee,committee,,2,2,5,0.321129,0.325092,0,1,1,330,0
unsend,unsend,,4,4,5,0.459748,0.47134,0,1,6,77,0
deletethat,deletethat,,4,4,5,0.459748,0.47134,0,1,6,77,0
mybad,mybad,,4,4,5,0.459748,0.47134,0,1,6,77,0
takeitback,takeitback,,4,4,5,0.459748,0.47134,0,1,6,77,0
smo,smo,,2,2,5,0.336164,0.342223,0,1,1,262,0
platformcooperativism,platformcooperativism,,3,4,5,0.462423,0.473365,0,1,3,217,0
artists,artists,,26,41,5,0.463432,0.47487,5695.037118,0.341538,111,1,0
promo,promo,,17,64,5,0.463948,0.474998,156.369242,0.477941,65,1,0
wwwblogs,wwwblogs,,2,2,5,0.459931,0.47142,0,1,1,217,0
christians,christians,,20,32,5,0.465983,0.476622,2974.42363,0.494737,94,41,0
innovation,innovation,,35,88,4,0.465088,0.476435,445.029391,0.363025,216,217,0
mindmanipulation,mindmanipulation,,2,12,1,1,1,0,1,1,110,9
googleplus,googleplus,,19,57,5,0.464611,0.475582,170.318829,0.473684,81,217,0
vero,vero,,7,10,5,0.461726,0.472956,22.550967,0.666667,14,217,0
askpatentexpert,askpatentexpert,,2,2,5,0.459769,0.471292,0,1,1,217,0
gamedev,gamedev,,2,6,5,0.459728,0.47126,10410,0,0,78,0
teddy,teddy,,1,5,6,0.31495,0.318956,0,0,0,78,0
dailypoll,dailypoll,,1,1,5,0.459687,0.471196,0,0,0,217,0
facebookcustomaudiences,facebookcustomaudiences,,3,6,5,0.461072,0.472348,0,1,3,217,0
happeningnow,happeningnow,,7,15,4,0.464818,0.475267,10.164605,0.952381,20,217,0
ofa,ofa,,2,2,5,0.459931,0.47142,0,1,1,217,0
sanjose,sanjose,,4,17,5,0.462567,0.473509,2.034776,0.833333,5,217,0
fuckzuck,fuckzuck,,10,13,5,0.461419,0.472828,2434.071105,0.622222,28,217,0
banivory,banivory,,3,3,5,0.3262,0.330385,0,1,3,217,0
bantrophyhunting,bantrophyhunting,,4,5,5,0.460358,0.47182,2346.977185,0.833333,5,217,0
trumprussiaconspiracy,trumprussiaconspiracy,,3,7,5,0.459911,0.471436,0,1,3,217,0
strugglesnuggle,strugglesnuggle,,2,2,5,0.459708,0.471244,0,1,1,217,0
magats,magats,,3,6,5,0.460745,0.47206,0,1,3,217,0
patriotsunited,patriotsunited,,3,6,5,0.460745,0.47206,0,1,3,217,0
suppressed,suppressed,,5,55,5,0.462485,0.473477,0,1,10,217,0
mysteries,mysteries,,5,45,5,0.459931,0.4715,9620.960236,0.6,6,320,0
solar,solar,,8,24,5,0.460053,0.471708,7.944149,0.642857,18,142,0
suninfo,suninfo,,7,18,5,0.45985,0.471516,1.533333,0.809524,17,142,0
spacewx,spacewx,,6,12,5,0.45983,0.471468,0,1,15,142,0
hamr,hamr,,6,12,5,0.45983,0.471468,0,1,15,142,0
swl,swl,,6,12,5,0.45983,0.471468,0,1,15,142,0
queerskins,queerskins,,3,6,5,0.459748,0.471308,0,1,3,217,0
tribeca2018,tribeca2018,,3,6,5,0.459748,0.471308,0,1,3,217,0
righttoprivacy,righttoprivacy,,4,4,5,0.463246,0.474037,0,1,6,217,0
marketingdigital,marketingdigital,,8,49,5,0.461113,0.47254,39.170166,0.571429,16,164,0
marketingtips,marketingtips,,13,21,5,0.46267,0.473909,4383.363061,0.423077,33,217,0
newsonenow,newsonenow,,5,5,5,0.460317,0.47182,0,1,10,217,0
aljazeera,aljazeera,,6,7,5,0.460338,0.471868,8.452778,0.733333,11,217,0
mishandle,mishandle,,3,4,5,0.460256,0.471708,0,1,3,217,0
outoftouch,outoftouch,,3,3,5,0.462321,0.473285,0,1,3,175,0
votethemout,votethemout,,13,16,5,0.462793,0.473973,9614.99178,0.448718,35,175,0
realnews,realnews,,27,65,4,0.464404,0.475667,3448.182874,0.333333,117,217,0
nationalsiblingday,nationalsiblingday,,4,8,5,0.462259,0.473269,0,1,6,217,0
visuallyimaired,visuallyimaired,,1,7,1,1,1,0,0,0,118,12
sight,sight,,1,7,1,1,1,0,0,0,118,12
deplorablechoir,deplorablechoir,,2,2,5,0.460684,0.472012,0,1,1,217,0
panamatodaynews,panamatodaynews,,2,3,5,0.459708,0.471244,0,1,1,79,0
ptynews,ptynews,,4,9,5,0.460725,0.472108,16.47702,0.666667,4,79,0
frankpallone,frankpallone,,4,6,5,0.459931,0.471484,4.763492,0.5,3,217,0
stories,stories,,26,65,4,0.464964,0.476035,325.245076,0.396923,129,254,0
blumenthal,blumenthal,,1,1,5,0.459687,0.471196,0,0,0,217,0
lotr,lotr,,3,3,5,0.460277,0.471724,0,1,3,143,0
caption,caption,,4,8,5,0.349362,0.360354,0,1,6,217,0
couples,couples,,9,14,5,0.461562,0.472876,14033.577779,0.5,18,426,0
vlog,vlog,,6,12,5,0.461501,0.472732,22.757201,0.733333,11,426,0
supreme,supreme,,5,10,5,0.46148,0.472684,0,1,10,426,0
clintoncrimes,clintoncrimes,,3,6,5,0.323796,0.327541,0,1,3,193,0
islam,islam,,28,82,5,0.465171,0.476278,812.554731,0.232804,88,45,0
nw7us,nw7us,,3,6,5,0.459728,0.471292,0,1,3,142,0
endoftheworldtweet,endoftheworldtweet,,1,1,5,0.459687,0.471196,0,0,0,217,0
union,union,,9,10,5,0.460073,0.471756,35744.703678,0.305556,11,22,0
engaged,engaged,,3,3,6,0.315132,0.319244,0,1,3,22,0
takeaction,takeaction,,3,3,6,0.315132,0.319244,0,1,3,22,0
local798,local798,,3,3,6,0.315132,0.319244,0,1,3,22,0
womenempowerment,womenempowerment,,3,30,5,0.459728,0.471292,0,1,3,80,0
kailynlowry,kailynlowry,,3,30,5,0.459728,0.471292,0,1,3,80,0
mtv,mtv,,5,33,5,0.459769,0.471388,2,0.6,6,80,0
beahero,beahero,,1,1,5,0.459687,0.471196,0,0,0,217,0
wakeupamerica,wakeupamerica,,16,18,5,0.462177,0.473621,19130.847987,0.358333,43,142,0
bts,bts,,23,28,4,0.465983,0.476715,1538.507229,0.549407,139,142,0
tracked,tracked,,9,9,5,0.461337,0.472732,5395.269566,0.638889,23,325,0
bought,bought,,2,2,6,0.315743,0.319718,0,1,1,325,0
sold,sold,,4,4,5,0.459809,0.471388,5026.122835,0.5,3,325,0
congressionalhearing,congressionalhearing,,14,24,5,0.463969,0.474918,33.607591,0.626374,57,217,0
winners,winners,,7,14,5,0.460643,0.47214,0,1,21,217,0
whatssap,whatssap,,7,14,5,0.460643,0.47214,0,1,21,217,0
fakemedia,fakemedia,,7,14,5,0.460643,0.47214,0,1,21,217,0
realmedia,realmedia,,7,14,5,0.460643,0.47214,0,1,21,217,0
zuckered,zuckered,,2,3,5,0.460317,0.471724,0,1,1,217,0
justsaying,justsaying,,6,13,5,0.462526,0.473541,124.214903,0.8,12,139,0
ripfacebook,ripfacebook,,1,2,5,0.459687,0.471196,0,0,0,217,0
fanboy,fanboy,,3,3,5,0.462239,0.473221,0,1,3,217,0
atherstone,atherstone,,1,1,6,0.314979,0.319004,0,0,0,242,0
tagforlikes,tagforlikes,,5,6,5,0.459789,0.471404,10411,0.4,4,242,0
teslainc,teslainc,,3,3,5,0.326077,0.3301,0,1,3,262,0
jeffbezos,jeffbezos,,3,3,5,0.326077,0.3301,0,1,3,262,0
isis,isis,,3,7,5,0.459972,0.471468,1.872436,0.666667,2,45,0
digitalads,digitalads,,2,3,5,0.460012,0.471484,0,1,1,217,0
aleksandrkogan,aleksandrkogan,,4,10,5,0.460888,0.472236,0,1,6,217,0
greed,greed,,1,2,5,0.459687,0.471196,0,0,0,217,0
ftcfail,ftcfail,,1,6,5,0.459687,0.471196,0,0,0,217,0
hospitals,hospitals,,8,33,5,0.461501,0.472844,20.390116,0.714286,20,217,0
patient,patient,,9,36,5,0.461829,0.473117,34.653788,0.694444,25,217,0
morningmeeting,morningmeeting,,2,4,5,0.45989,0.471388,0,1,1,217,0
big,big,,21,80,5,0.461378,0.473165,177.587241,0.309524,65,217,0
nra,nra,,38,74,4,0.467868,0.478564,1506.022171,0.290185,204,217,0
alexjones,alexjones,,8,8,4,0.463638,0.474418,8.818853,0.821429,23,217,0
alpine,alpine,,4,8,5,0.460134,0.471644,0,1,6,217,0
stalbans,stalbans,,4,8,5,0.460134,0.471644,0,1,6,217,0
springcleaning,springcleaning,,3,4,5,0.46148,0.472636,0,1,3,217,0
twit,twit,,2,2,5,0.459728,0.47126,0,1,1,217,0
stephencolbert,stephencolbert,,8,10,5,0.462013,0.473245,0.20202,0.964286,27,217,0
production,production,,21,27,5,0.462239,0.473781,234.432826,0.333333,70,243,0
indians,indians,,1,2,5,0.459687,0.471196,0,0,0,217,0
inquiry,inquiry,,2,2,5,0.462218,0.473173,0,1,1,217,0
personal,personal,,16,35,5,0.463267,0.474437,1370.263279,0.458333,55,217,0
yyj,yyj,,8,10,5,0.45983,0.471532,1.666667,0.821429,23,81,0
saanich,saanich,,3,3,5,0.459728,0.471292,0,1,3,81,0
victoriabc,victoriabc,,8,10,5,0.45983,0.471532,1.666667,0.821429,23,81,0
robotics,robotics,,6,29,5,0.463391,0.474213,14.958768,0.866667,13,217,0
real_life,real_life,,4,4,5,0.462362,0.473349,0,1,6,217,0
republicans,republicans,,28,69,5,0.467553,0.478055,6309.309656,0.37037,140,41,0
unitedstatesofamerica,unitedstatesofamerica,,7,7,5,0.329692,0.334313,0,1,21,41,0
hoover,hoover,,2,4,5,0.459728,0.47126,10410,0,0,451,0
regolamento,regolamento,,1,1,5,0.459687,0.471196,0,0,0,217,0
mantra,mantra,,1,1,5,0.459687,0.471196,0,0,0,217,0
civilrights,civilrights,,7,40,5,0.463969,0.474693,7.263803,0.857143,18,243,0
honestadsact,honestadsact,,8,18,5,0.462403,0.473501,20.044315,0.607143,17,217,0
csuite,csuite,,2,2,5,0.321675,0.325451,0,1,1,217,0
patriotact,patriotact,,1,1,5,0.34204,0.350759,0,0,0,217,0
sp500,sp500,,4,8,5,0.459769,0.471356,1.032258,0.666667,4,340,0
actors,actors,,16,35,5,0.46101,0.472716,10509.544854,0.5,60,260,0
socialelbies,socialelbies,,2,2,5,0.327338,0.33164,0,1,1,217,0
interestingfacts,interestingfacts,,5,6,5,0.460277,0.471772,3.5356,0.7,7,217,0
peoplenow,peoplenow,,3,3,5,0.459992,0.4715,0,1,3,217,0
hesm,hesm,,1,1,5,0.459687,0.471196,0,0,0,217,0
cointelpro,cointelpro,,4,16,5,0.462321,0.473317,0,1,6,217,0
instocknow,instocknow,,4,4,5,0.45989,0.471452,0,1,6,142,0
call,call,,11,25,5,0.461992,0.473285,76.394182,0.509091,28,142,0
ignoranceisnodefence,ignoranceisnodefence,,1,1,5,0.459687,0.471196,0,0,0,217,0
sheesh,sheesh,,2,2,5,0.462218,0.473173,0,1,1,217,0
accessibility,accessibility,,11,27,5,0.461276,0.472732,35.038224,0.709091,39,142,0
agree,agree,,16,32,4,0.462054,0.473474,98.477089,0.533333,64,217,0
bobbyrush,bobbyrush,,3,6,5,0.462239,0.473221,24.904806,0.666667,2,217,0
retailers,retailers,,2,2,5,0.459708,0.471244,0,1,1,217,0
remark18,remark18,,3,10,5,0.460073,0.471564,5.366667,0.666667,2,217,0
bigjournalism,bigjournalism,,1,1,5,0.459687,0.471196,0,0,0,217,0
markzuckerborg,markzuckerborg,,6,6,5,0.461194,0.47254,0,1,15,217,0
astrologer,astrologer,,4,4,5,0.459748,0.47134,0,1,6,82,0
politicalscientist,politicalscientist,,4,4,5,0.459748,0.47134,0,1,6,82,0
theorist,theorist,,4,4,5,0.459748,0.47134,0,1,6,82,0
activist,activist,,6,14,5,0.459992,0.471596,11.795455,0.6,9,217,0
tomanderson,tomanderson,,9,16,5,0.463267,0.474213,45.73084,0.805556,29,217,0
bestpractices,bestpractices,,3,3,5,0.45989,0.47142,0,1,3,262,0
southcarolina,southcarolina,,2,2,6,0.321963,0.326033,0,1,1,217,0
metadata,metadata,,4,8,5,0.4623,0.473301,0,1,6,243,0
wurdoftheday,wurdoftheday,,2,10,5,0.459708,0.471244,0,1,1,83,0
votersuppression,votersuppression,,2,10,5,0.459708,0.471244,0,1,1,83,0
tradesman,tradesman,,4,4,5,0.337089,0.343488,0,1,6,84,0
bricklayer,bricklayer,,6,8,5,0.460806,0.472204,1622.793303,0.8,12,84,0
builder,builder,,6,8,5,0.460806,0.472204,1622.793303,0.8,12,84,0
carpenter,carpenter,,6,8,5,0.460806,0.472204,1622.793303,0.8,12,84,0
kabukitheater,kabukitheater,,2,32,5,0.459708,0.471244,0,1,1,85,0
zuckthecrook,zuckthecrook,,5,49,5,0.460114,0.47166,6.961111,0.7,7,85,0
facefail,facefail,,2,2,5,0.459728,0.47126,0,1,1,217,0
ux,ux,,14,23,5,0.465296,0.475934,220.249523,0.549451,50,217,0
markzuckerbergssenate,markzuckerbergssenate,,2,3,5,0.462218,0.473173,0,1,1,217,0
newjackcity,newjackcity,,2,4,6,0.321486,0.325025,0,1,1,142,0
subscribe,subscribe,,19,60,5,0.46368,0.47483,4431.678239,0.479532,82,1,0
mediarelations,mediarelations,,4,4,5,0.462629,0.473557,0,1,6,217,0
libtard,libtard,,5,9,5,0.459809,0.471412,2.677778,0.6,6,217,0
liberalismisamentaldisorder,liberalismisamentaldisorder,,11,26,5,0.465067,0.475622,7652.94267,0.509091,28,217,0
roseanne,roseanne,,18,28,5,0.465296,0.475982,5444.594613,0.437908,67,193,0
musician,musician,,8,39,5,0.461747,0.473005,40.436899,0.607143,17,1,0
wtf,wtf,,28,39,5,0.464507,0.47575,784.882637,0.23545,89,217,0
influence,influence,,11,32,5,0.463783,0.474677,0.674676,0.945455,52,217,0
transparent,transparent,,2,2,5,0.459708,0.471244,0,1,1,86,0
badbusiness,badbusiness,,2,2,5,0.459708,0.471244,0,1,1,86,0
obamagate,obamagate,,36,312,4,0.468352,0.478869,6542.044692,0.422222,266,193,0
moneylaundering,moneylaundering,,4,5,5,0.326855,0.330878,10410,0.5,3,262,0
zuckerbowl,zuckerbowl,,32,115,4,0.467805,0.478332,781.5266,0.370968,184,217,0
legislators,legislators,,3,4,5,0.462239,0.473221,0,1,3,217,0
missouri,missouri,,16,27,5,0.463061,0.474285,5324.50128,0.666667,80,45,0
star,star,,18,41,5,0.464362,0.47535,4508.118844,0.352941,54,217,0
wars,wars,,4,4,5,0.462341,0.473333,0,1,6,217,0
starwars,starwars,,10,16,5,0.462711,0.473813,20961.729369,0.288889,13,142,0
ham,ham,,6,9,5,0.46302,0.473925,2.246023,0.866667,13,217,0
mediaunit,mediaunit,,1,1,5,0.459687,0.471196,0,0,0,217,0
zuckenburg,zuckenburg,,1,1,5,0.459687,0.471196,0,0,0,217,0
together,together,,3,3,5,0.321983,0.325529,0,1,3,1,0
murder,murder,,12,83,5,0.461215,0.472716,2767.790708,0.621212,41,193,0
sofologyfail,sofologyfail,,2,2,5,0.324694,0.328251,0,1,1,217,0
cruzgrillszuckerberg,cruzgrillszuckerberg,,2,2,5,0.459769,0.471292,0,1,1,217,0
loggedin,loggedin,,1,1,5,0.459687,0.471196,0,0,0,217,0
srilankan,srilankan,,1,6,5,0.459687,0.471196,0,0,0,217,0
bayer,bayer,,7,7,5,0.459972,0.471612,0,1,21,340,0
aktie,aktie,,7,7,5,0.459972,0.471612,0,1,21,340,0
börse,börse,,7,7,5,0.459972,0.471612,0,1,21,340,0
chart,chart,,7,7,5,0.459972,0.471612,0,1,21,340,0
dowjones,dowjones,,7,7,5,0.459972,0.471612,0,1,21,340,0
trading,trading,,30,155,4,0.464155,0.475467,20069.424582,0.317734,129,340,0
crook,crook,,3,4,5,0.462588,0.473493,0,1,3,217,0
decentralization,decentralization,,9,778,4,0.462608,0.47365,4642.532939,0.555556,20,176,0
diy,diy,,8,33,5,0.460073,0.471724,18.019421,0.571429,16,320,0
np,np,,40,323,5,0.465796,0.477151,801.180319,0.302564,236,217,0
selfinterest,selfinterest,,4,4,5,0.460033,0.471564,0,1,6,22,0
generationme,generationme,,4,4,5,0.460033,0.471564,0,1,6,22,0
thenewyorktimes,thenewyorktimes,,7,13,5,0.46101,0.472428,79.874351,0.428571,9,217,0
cautious,cautious,,4,4,5,0.323564,0.327276,0,1,6,217,0
howmuch,howmuch,,2,11,5,0.459708,0.471244,0,1,1,217,0
ndtv,ndtv,,2,2,5,0.45989,0.471388,0,1,1,217,0
deutsche,deutsche,,3,3,5,0.462259,0.473237,0,1,3,217,0
fiesta,fiesta,,2,2,6,0.315954,0.320035,0,1,1,193,0
thankyou,thankyou,,7,9,5,0.460725,0.472204,5130.607102,0.428571,9,193,0
zombienation,zombienation,,2,2,5,0.462218,0.473173,0,1,1,217,0
lanareid,lanareid,,1,1,1,1,1,0,0,0,127,13
upcomingcontest,upcomingcontest,,1,1,1,1,1,0,0,0,127,13
opium,opium,,8,23,5,0.322083,0.326104,0,1,28,340,0
heroin,heroin,,10,25,5,0.343201,0.352529,1134.406939,0.666667,30,340,0
afghanistan,afghanistan,,18,43,5,0.329358,0.334387,696.155989,0.477124,73,340,0
comey,comey,,70,222,4,0.468078,0.479789,26378.901723,0.173499,419,340,0
trumpthemobboss,trumpthemobboss,,8,23,5,0.322083,0.326104,0,1,28,340,0
epa,epa,,9,25,5,0.322822,0.326816,16.903304,0.777778,28,340,0
doodle,doodle,,12,14,5,0.461562,0.473021,61.966893,0.545455,36,254,0
beliefbank,beliefbank,,2,2,5,0.460684,0.472012,0,1,1,217,0
messengerkids,messengerkids,,3,3,5,0.46097,0.472268,0,1,3,217,0
newspoint,newspoint,,2,2,5,0.462218,0.473173,0,1,1,217,0
consumerdata,consumerdata,,3,4,5,0.460175,0.471644,0,1,3,217,0
meangirlsreference,meangirlsreference,,1,1,5,0.459687,0.471196,0,0,0,217,0
congresswoman,congresswoman,,3,3,5,0.348171,0.358821,0,1,3,45,0
news1st,news1st,,1,1,5,0.321287,0.32497,0,0,0,217,0
youarehere,youarehere,,1,1,5,0.459687,0.471196,0,0,0,217,0
socialmediabecoming,socialmediabecoming,,5,10,5,0.460786,0.472156,0,1,10,142,0
disability,disability,,14,39,5,0.461337,0.472876,83.356485,0.483516,44,142,0
breakthemup,breakthemup,,2,2,5,0.462218,0.473173,0,1,1,217,0
enoughisenough,enoughisenough,,11,386,5,0.464715,0.475342,958.918201,0.818182,45,193,0
savetheuniverse,savetheuniverse,,4,4,5,0.333184,0.338546,0,1,6,262,0
shimkus,shimkus,,1,1,5,0.459687,0.471196,0,0,0,217,0
bbq,bbq,,1,1,5,0.459687,0.471196,0,0,0,217,0
onli,onli,,4,12,5,0.462649,0.473573,0,1,6,217,0
somethingnew,somethingnew,,5,5,5,0.460868,0.472236,0,1,10,1,0
hypergear,hypergear,,5,5,5,0.460868,0.472236,0,1,10,1,0
5eyes,5eyes,,2,2,5,0.342602,0.351375,0,1,1,22,0
homeland,homeland,,3,3,5,0.462917,0.473733,0,1,3,262,0
sketch,sketch,,14,24,5,0.460562,0.4723,47.794251,0.461538,42,254,0
skechers,skechers,,3,3,5,0.459769,0.471324,0,1,3,254,0
spotted,spotted,,4,4,5,0.459769,0.471356,0,1,6,87,0
caphill,caphill,,4,4,5,0.459769,0.471356,0,1,6,87,0
lobbyistlady,lobbyistlady,,4,4,5,0.459769,0.471356,0,1,6,87,0
television,television,,10,10,5,0.335936,0.341978,21.825288,0.533333,24,1,0
audio,audio,,15,20,5,0.461133,0.472756,96.788216,0.485714,51,243,0
fact,fact,,13,22,4,0.464031,0.474906,88.923544,0.615385,48,217,0
gym,gym,,13,38,5,0.461399,0.472924,2379.621009,0.5,39,142,0
thisjustin,thisjustin,,3,3,5,0.460888,0.472188,0,1,3,217,0
royaloak,royaloak,,1,1,5,0.31559,0.319521,0,0,0,217,0
detroit,detroit,,7,7,4,0.461092,0.472465,10410,0.714286,15,217,0
zuckface,zuckface,,5,10,5,0.460073,0.471628,0,1,10,325,0
sociallyengineer,sociallyengineer,,5,10,5,0.460073,0.471628,0,1,10,325,0
newmusic,newmusic,,44,129,5,0.467889,0.478856,32839.484521,0.230444,218,1,0
rap,rap,,50,134,4,0.467427,0.47862,31541.129251,0.239184,293,1,0
rapper,rapper,,14,16,5,0.345949,0.355987,1724.996357,0.582418,53,142,0
rapping,rapping,,9,10,5,0.345766,0.355571,0,1,36,142,0
thelandofconfusion,thelandofconfusion,,3,3,5,0.461542,0.472676,0,1,3,142,0
congressionaltestimony,congressionaltestimony,,7,11,5,0.463164,0.474069,5.71209,0.857143,18,217,0
overshare,overshare,,1,1,5,0.459687,0.471196,0,0,0,217,0
privacyleak,privacyleak,,3,3,5,0.460256,0.471708,0,1,3,217,0
fucktard,fucktard,,2,4,5,0.462218,0.473173,0,1,1,217,0
analytica,analytica,,35,135,5,0.465983,0.477111,625.922605,0.30084,179,217,0
whitehelmets,whitehelmets,,5,146,5,0.320733,0.324292,0,1,10,45,0
ghouta,ghouta,,5,130,5,0.320733,0.324292,0,1,10,45,0
zuckenberg,zuckenberg,,8,23,5,0.460195,0.47182,24.294134,0.428571,12,217,0
chimaera,chimaera,,1,1,5,0.459687,0.471196,0,0,0,217,0
bolton,bolton,,3,3,4,0.461113,0.472337,0,1,3,217,0
federalreserve,federalreserve,,3,3,5,0.462485,0.473397,0,1,3,217,0
etf,etf,,2,3,5,0.462218,0.473173,0,1,1,217,0
impressions,impressions,,3,3,6,0.320773,0.32495,0,1,3,262,0
reach,reach,,12,16,5,0.462054,0.473397,8120.859595,0.5,33,262,0
vdmp,vdmp,,4,5,6,0.320783,0.324998,1.459307,0.666667,4,262,0
palestine,palestine,,2,4,5,0.462218,0.473173,0,1,1,217,0
indiartist,indiartist,,6,14,5,0.46099,0.472364,1.771486,0.933333,14,217,0
indimusic,indimusic,,6,14,5,0.46099,0.472364,1.771486,0.933333,14,217,0
captainamericacivilwar,captainamericacivilwar,,2,2,5,0.459708,0.471244,0,1,1,217,0
shop,shop,,18,27,5,0.460053,0.471964,46.6,0.411765,56,131,0
our,our,,6,7,5,0.459789,0.471436,0,1,15,131,0
products,products,,14,21,5,0.460114,0.471948,38.357505,0.406593,37,131,0
on,on,,21,97,5,0.460419,0.472332,44.536003,0.647368,123,131,0
click,click,,15,46,5,0.460929,0.472612,133.984341,0.371429,39,131,0
tab,tab,,6,7,5,0.459789,0.471436,0,1,15,131,0
cyber,cyber,,10,13,5,0.461399,0.472804,29.013367,0.822222,37,217,0
cartoon,cartoon,,32,86,5,0.466192,0.477183,25843.406977,0.268145,133,193,0
weallsuck,weallsuck,,3,3,5,0.462382,0.473325,0,1,3,193,0
registry,registry,,2,2,5,0.460155,0.471596,0,1,1,45,0
cabridgeanalytica,cabridgeanalytica,,5,10,5,0.459809,0.47142,0,1,10,88,0
mitc,mitc,,5,10,5,0.459809,0.47142,0,1,10,88,0
mitcs,mitcs,,5,10,5,0.459809,0.47142,0,1,10,88,0
clearit,clearit,,5,10,5,0.459809,0.47142,0,1,10,88,0
immigration,immigration,,3,11,5,0.459728,0.471292,0,1,3,142,0
marriage,marriage,,10,14,5,0.461337,0.47278,45.505556,0.688889,31,142,0
greencard,greencard,,3,6,5,0.459728,0.471292,0,1,3,142,0
charlottesville,charlottesville,,1,5,6,0.315027,0.31906,0,0,0,6,0
dental,dental,,4,4,6,0.318019,0.322006,0,1,6,320,0
bootstrap,bootstrap,,4,4,6,0.318019,0.322006,0,1,6,320,0
matthewsba,matthewsba,,1,1,5,0.459687,0.471196,0,0,0,217,0
day2,day2,,4,5,5,0.462403,0.473381,0,1,6,217,0
congressmen,congressmen,,3,11,5,0.462403,0.473349,0,1,3,217,0
laws,laws,,14,21,5,0.463391,0.474445,174.238304,0.549451,50,217,0
showdown,showdown,,5,5,5,0.4623,0.473333,0,1,10,217,0
explosive,explosive,,5,5,5,0.4623,0.473333,0,1,10,217,0
hits80s,hits80s,,1,4,5,0.459687,0.471196,0,0,0,217,0
victory,victory,,2,2,5,0.459708,0.471244,0,1,1,217,0
gear,gear,,16,54,4,0.462444,0.473778,167.87564,0.425,51,217,0
uckfield,uckfield,,3,3,5,0.459728,0.471292,0,1,3,223,0
lego,lego,,3,3,5,0.459728,0.471292,0,1,3,223,0
governance,governance,,6,9,5,0.460399,0.471916,11.869048,0.733333,11,217,0
nunez,nunez,,3,3,5,0.463226,0.473957,0,1,3,217,0
breech,breech,,2,2,5,0.460053,0.471516,0,1,1,217,0
censura,censura,,7,49,5,0.46101,0.472428,0,1,21,217,0
arte,arte,,7,49,5,0.46101,0.472428,0,1,21,217,0
arts,arts,,13,63,5,0.461521,0.473013,68.011086,0.564103,44,217,0
harlow,harlow,,1,1,5,0.459687,0.471196,0,0,0,217,0
daytwo,daytwo,,3,3,5,0.45985,0.471388,0,1,3,217,0
congressshoulddoresearch,congressshoulddoresearch,,3,3,5,0.45985,0.471388,0,1,3,217,0
feed,feed,,7,44,4,0.460399,0.471921,6.530575,0.666667,14,217,0
antipatriot,antipatriot,,3,3,5,0.46228,0.473253,0,1,3,142,0
rino,rino,,3,3,5,0.342085,0.350887,0,1,3,217,0
mcconnell,mcconnell,,3,3,5,0.342085,0.350887,0,1,3,217,0
membernews,membernews,,1,2,5,0.459687,0.471196,0,0,0,217,0
itsupport,itsupport,,3,3,5,0.459992,0.4715,0,1,3,217,0
idverification,idverification,,3,3,5,0.459728,0.471292,0,1,3,89,0
digitalidentity,digitalidentity,,3,3,5,0.459728,0.471292,0,1,3,89,0
mtmogul,mtmogul,,2,2,5,0.45989,0.471388,0,1,1,217,0
fightextremism,fightextremism,,3,6,5,0.462341,0.473301,0,1,3,217,0
